,RUL-predicted
3868,17.085
3869,22.1125
3870,194.005
3871,213.3675
3872,236.31
3873,211.03
3874,192.115
3875,197.8175
3876,238.42
3877,211.405
3878,209.52
3879,207.365
3880,223.3425
3881,209.1375
3882,215.445
3883,202.0425
3884,193.285
3885,193.7425
3886,199.5925
3887,216.865
3888,209.5
3889,199.275
3890,208.24
3891,193.255
3892,194.105
3893,194.02
3894,190.5125
3895,188.46
3896,183.515
3897,186.445
3898,183.5375
3899,198.39
3900,183.8375
3901,179.42
3902,180.9125
3903,171.6075
3904,185.3075
3905,185.1375
3906,169.8525
3907,188.835
3908,172.34
3909,183.045
3910,185.7025
3911,177.4675
3912,187.965
3913,182.47
3914,183.3725
3915,168.4425
3916,170.9975
3917,183.59
3918,170.2375
3919,181.2125
3920,175.875
3921,159.6975
3922,170.575
3923,177.805
3924,172.7975
3925,172.6925
3926,168.1875
3927,165.5325
3928,164.0325
3929,181.645
3930,160.41
3931,160.2775
3932,160.16
3933,169.3675
3934,170.4625
3935,150.8925
3936,154.1225
3937,151.8375
3938,155.995
3939,137.1725
3940,150.31
3941,147.045
3942,151.88
3943,140.265
3944,149.0525
3945,148.3275
3946,160.25
3947,161.2325
3948,162.49
3949,144.24
3950,122.5425
3951,144.5925
3952,135.3375
3953,141.8775
3954,155.4625
3955,140.0375
3956,163.805
3957,144.365
3958,130.2325
3959,144.0025
3960,108.2425
3961,134.36
3962,132.56
3963,139.415
3964,122.3575
3965,134.8075
3966,130.6975
3967,112.8
3968,127.55
3969,110.4175
3970,115.9975
3971,114.6025
3972,116.97
3973,86.325
3974,103.8275
3975,90.195
3976,92.66
3977,98.135
3978,81.0725
3979,125.3425
3980,84.2425
3981,95.425
3982,114.835
3983,95.92
3984,124.1525
3985,106.9
3986,87.645
3987,107.35
3988,74.925
3989,78.645
3990,97.515
3991,104.755
3992,72.29
3993,76.3375
3994,75.8475
3995,85.77
3996,70.7575
3997,74.2975
3998,59.565
3999,72.025
4000,74.89
4001,63.325
4002,59.88
4003,76.9725
4004,58.965
4005,56.335
4006,65.325
4007,60.025
4008,68.2925
4009,70.0875
4010,57.245
4011,53.1625
4012,52.2375
4013,52.855
4014,45.4375
4015,207.3125
4016,192.21
4017,181.6175
4018,175.4275
4019,194.61
4020,188.17
4021,189.35
4022,192.0975
4023,190.77
4024,181.265
4025,190.54
4026,186.85
4027,186.06
4028,182.6925
4029,182.755
4030,190.0275
4031,185.285
4032,177.5875
4033,172.8825
4034,169.4975
4035,172.3225
4036,161.1275
4037,171.7425
4038,171.835
4039,164.3975
4040,174.2775
4041,179.2025
4042,162.38
4043,165.3775
4044,162.6425
4045,171.555
4046,165.24
4047,163.3475
4048,161.3525
4049,179.225
4050,156.4075
4051,152.0575
4052,150.7625
4053,154.56
4054,151.025
4055,151.885
4056,132.6225
4057,148.31
4058,147.19
4059,141.34
4060,143.65
4061,144.735
4062,147.195
4063,139.73
4064,143.19
4065,204.275
4066,207.55
4067,217.285
4068,206.2175
4069,211.0425
4070,211.955
4071,210.05
4072,208.905
4073,219.3975
4074,205.92
4075,196.1625
4076,210.4175
4077,214.865
4078,207.2675
4079,198.775
4080,211.17
4081,200.21
4082,204.43
4083,197.2475
4084,187.825
4085,202.4525
4086,199.51
4087,190.125
4088,188.1225
4089,198.655
4090,190.555
4091,189.6275
4092,199.5575
4093,191.4825
4094,181.225
4095,189.71
4096,185.3975
4097,189.96
4098,185.1025
4099,192.435
4100,170.855
4101,184.02
4102,178.0975
4103,169.8125
4104,173.0225
4105,182.0225
4106,160.475
4107,173.8975
4108,180.72
4109,174.435
4110,179.34
4111,164.355
4112,178.69
4113,165.495
4114,156.0025
4115,175.935
4116,176.395
4117,157.3475
4118,169.1525
4119,160.7825
4120,162.1625
4121,159.775
4122,175.6625
4123,161.3125
4124,149.7475
4125,162.57
4126,157.38
4127,173.17
4128,154.675
4129,178.0775
4130,159.86
4131,163.755
4132,157.1025
4133,143.1175
4134,153.785
4135,151.2625
4136,157.6225
4137,150.955
4138,157.6775
4139,156.575
4140,132.1075
4141,154.4125
4142,137.6625
4143,153.89
4144,151.6175
4145,146.08
4146,156.48
4147,152.4275
4148,155.795
4149,153.27
4150,142.99
4151,142.0675
4152,139.2975
4153,149.455
4154,144.76
4155,134.245
4156,141.215
4157,145.265
4158,131.6425
4159,132.68
4160,120.4575
4161,143.2925
4162,122.46
4163,148.97
4164,135.345
4165,116.925
4166,131.73
4167,131.07
4168,134.9125
4169,127.3475
4170,125.8725
4171,116.62
4172,111.0675
4173,131.155
4174,126.3575
4175,107.7675
4176,116.875
4177,103.1925
4178,110.88
4179,131.5
4180,125.0125
4181,134.525
4182,111.3875
4183,121.5075
4184,119.78
4185,121.2525
4186,96.3
4187,123.5175
4188,124.2875
4189,109.1925
4190,128.1675
4191,149.52
4192,120.015
4193,109.025
4194,120.6575
4195,119.8475
4196,123.4925
4197,131.1025
4198,122.04
4199,104.1475
4200,107.6975
4201,108.88
4202,104.2225
4203,113.79
4204,107.5875
4205,112.0325
4206,127.685
4207,115.7325
4208,121.68
4209,106.9275
4210,125.44
4211,108.2975
4212,106.0025
4213,101.745
4214,82.915
4215,96.8625
4216,99.04
4217,110.55
4218,90.765
4219,98.495
4220,108.04
4221,93.19
4222,96.8575
4223,94.7225
4224,88.5725
4225,100.3175
4226,85.72
4227,97.01
4228,96.7825
4229,74.265
4230,81.6275
4231,77.675
4232,79.4625
4233,62.1925
4234,66.85
4235,52.4675
4236,57.765
4237,80.785
4238,83.4325
4239,61.42
4240,65.715
4241,46.25
4242,68.4875
4243,66.08
4244,75.8625
4245,50.125
4246,58.565
4247,42.77
4248,32.1075
4249,41.2175
4250,41.7275
4251,29.7575
4252,24.0325
4253,30.7375
4254,35.5
4255,24.2925
4256,29.895
4257,29.5875
4258,28.2375
4259,22.215
4260,23.4
4261,20.0875
4262,17.2775
4263,13.29
4264,9.6225
4265,6.7475
4266,10.335
4267,6.48
4268,190.5275
4269,207.1175
4270,186.9775
4271,184.8675
4272,187.9175
4273,179.9775
4274,189.4
4275,195.635
4276,189.8125
4277,181.685
4278,192.675
4279,190.2375
4280,186.3
4281,190.7525
4282,175.89
4283,176.3825
4284,188.455
4285,180.5125
4286,176.4475
4287,183.495
4288,175.8
4289,170.4525
4290,169.51
4291,174.0275
4292,182.7575
4293,176.895
4294,168.0925
4295,177.4575
4296,165.4775
4297,165.0125
4298,174.8725
4299,164.6525
4300,163.5775
4301,157.0625
4302,170.94
4303,150.7225
4304,155.66
4305,150.475
4306,148.515
4307,158.0925
4308,155.045
4309,165.595
4310,154.4075
4311,146.8175
4312,144.03
4313,145.37
4314,162.9525
4315,137.7875
4316,147.3025
4317,138.7675
4318,152.21
4319,142.8775
4320,138.71
4321,151.0325
4322,143.3525
4323,138.005
4324,147.6725
4325,134.7225
4326,137.8975
4327,125.75
4328,134.0975
4329,130.205
4330,142.29
4331,126.2775
4332,155.03
4333,139.1625
4334,125.6725
4335,139.015
4336,126.455
4337,118.97
4338,124.2075
4339,126.4525
4340,124.285
4341,131.32
4342,129.215
4343,124.67
4344,121.095
4345,113.3675
4346,112.0025
4347,123.2175
4348,111.125
4349,115.045
4350,121.2075
4351,117.04
4352,102.9175
4353,110.3975
4354,107.265
4355,111.335
4356,102.1375
4357,106.2725
4358,104.59
4359,101.7825
4360,94.635
4361,113.4425
4362,95.2325
4363,109.71
4364,88.185
4365,99.4825
4366,94.4475
4367,73.7275
4368,81.7975
4369,84.0375
4370,91.1975
4371,84.7475
4372,86.58
4373,107.0175
4374,76.4625
4375,114.6
4376,102.735
4377,94.065
4378,85.9575
4379,82.96
4380,82.97
4381,81.01
4382,87.4175
4383,75.295
4384,89.9
4385,76.8425
4386,80.89
4387,87.9975
4388,76.1425
4389,76.7025
4390,67.5525
4391,78.26
4392,87.6175
4393,90.0275
4394,79.875
4395,65.685
4396,68.195
4397,75.5675
4398,80.9825
4399,47.3775
4400,53.59
4401,76.995
4402,56.7225
4403,54.2275
4404,71.5025
4405,75.5175
4406,81.17
4407,63.4375
4408,79.2725
4409,66.8825
4410,60.895
4411,60.625
4412,64.4875
4413,60.66
4414,42.435
4415,39.0875
4416,65.5925
4417,66.9675
4418,45.395
4419,50.135
4420,50.4725
4421,49.745
4422,69.665
4423,58.09
4424,39.475
4425,50.6225
4426,45.4725
4427,36.7925
4428,44.055
4429,54.5725
4430,40.475
4431,57.65
4432,43.15
4433,52.16
4434,33.4875
4435,21.2325
4436,28.9475
4437,41.4375
4438,41.3025
4439,33.6075
4440,35.9475
4441,39.475
4442,31.03
4443,17.6225
4444,17.1775
4445,47.0475
4446,25.1525
4447,20.5025
4448,25.95
4449,24.3175
4450,22.55
4451,18.9925
4452,24.3825
4453,20.1075
4454,14.1275
4455,15.5925
4456,21.5925
4457,24.09
4458,20.89
4459,15.2825
4460,17.56
4461,18.29
4462,10.62
4463,18.6625
4464,8.5975
4465,8.5525
4466,197.9225
4467,205.22
4468,185.1075
4469,184.9375
4470,186.1475
4471,196.5425
4472,190.5325
4473,184.245
4474,180.7525
4475,198.3275
4476,190.8925
4477,189.16
4478,180.2
4479,185.5875
4480,171.245
4481,185.7775
4482,180.3375
4483,174.4925
4484,180.9275
4485,175.7025
4486,179.4925
4487,178.205
4488,175.675
4489,172.9775
4490,168.165
4491,172.45
4492,176.9975
4493,163.49
4494,173.005
4495,161.1625
4496,162.1325
4497,158.58
4498,160.7775
4499,171.135
4500,161.6
4501,160.3925
4502,146.555
4503,153.84
4504,148.1
4505,145.1675
4506,140.94
4507,147.445
4508,142.87
4509,145.79
4510,145.9225
4511,154.945
4512,149.295
4513,128.0375
4514,127.2275
4515,144.615
4516,139.0275
4517,143.19
4518,135.63
4519,164.12
4520,126.195
4521,138.8575
4522,125.9075
4523,127.3
4524,130.8375
4525,120.015
4526,128.875
4527,132.075
4528,119.3
4529,129.705
4530,137.9125
4531,122.16
4532,119.485
4533,122.225
4534,110.015
4535,131.9075
4536,113.8425
4537,109.385
4538,106.8925
4539,105.65
4540,112.31
4541,109.135
4542,116.165
4543,93.8725
4544,110.305
4545,104.7875
4546,101.6975
4547,97.0275
4548,104.0125
4549,99.385
4550,74.0425
4551,102.665
4552,88.4475
4553,105.72
4554,68.8375
4555,87.8025
4556,79.835
4557,84.6425
4558,81.67
4559,59.67
4560,75.9725
4561,60.825
4562,81.8125
4563,68.48
4564,84.5875
4565,49.67
4566,67.8725
4567,61.125
4568,41.8775
4569,56.9175
4570,58.775
4571,58.4125
4572,38.7775
4573,33.425
4574,41.285
4575,37.215
4576,59.365
4577,47.085
4578,34.5675
4579,18.2425
4580,30.11
4581,41.8
4582,24.8475
4583,29.78
4584,36.3525
4585,46.285
4586,23.7025
4587,17.215
4588,30.75
4589,22.7275
4590,18.4275
4591,25.215
4592,221.5725
4593,220.965
4594,222.0925
4595,213.0875
4596,207.8675
4597,225.8825
4598,214.18
4599,210.22
4600,203.6575
4601,203.7975
4602,206.8475
4603,213.7875
4604,211.58
4605,200.5275
4606,211.345
4607,217.64
4608,213.22
4609,199.7275
4610,223.5775
4611,194.525
4612,215.5475
4613,202.94
4614,188.0125
4615,203.5175
4616,200.9875
4617,191.65
4618,194.5575
4619,198.7075
4620,197.09
4621,179.8175
4622,191.37
4623,193.9875
4624,196.16
4625,189.6925
4626,178.4475
4627,193.7
4628,212.2325
4629,175.885
4630,198.3225
4631,212.0925
4632,197.7375
4633,174.2575
4634,162.405
4635,185.225
4636,171.8475
4637,162.06
4638,176.8725
4639,159.1025
4640,172.475
4641,181.615
4642,175.4525
4643,176.87
4644,159.25
4645,157.3425
4646,165.675
4647,169.2975
4648,164.52
4649,168.365
4650,175.9775
4651,137.175
4652,148.3525
4653,170.575
4654,149.385
4655,164.845
4656,148.8975
4657,167.3575
4658,154.86
4659,171.595
4660,130.2975
4661,143.855
4662,155.9325
4663,142.5
4664,144.5625
4665,173.87
4666,173.8625
4667,163.08
4668,161.0525
4669,128.3
4670,156.0675
4671,124.57
4672,137.4875
4673,130.225
4674,145.2025
4675,128.07
4676,132.855
4677,136.795
4678,124.86
4679,123.365
4680,108.9375
4681,117.9925
4682,107.9925
4683,106.1925
4684,104.63
4685,118.8325
4686,113.825
4687,104.9875
4688,111.0225
4689,111.1625
4690,103.5025
4691,93.39
4692,108.87
4693,103.9075
4694,108.61
4695,83.32
4696,94.685
4697,107.295
4698,95.5275
4699,77.855
4700,83.405
4701,93.145
4702,75.2475
4703,86.2775
4704,75.99
4705,79.685
4706,65.2875
4707,77.1975
4708,59.8525
4709,60.5375
4710,65.9825
4711,80.03
4712,50.59
4713,190.415
4714,200.05
4715,183.3225
4716,190.46
4717,190.2625
4718,206.0325
4719,185.4225
4720,185.4675
4721,184.78
4722,194.1475
4723,185.215
4724,182.235
4725,181.5675
4726,179.66
4727,178.59
4728,183.3675
4729,187.8975
4730,184.0125
4731,171.6175
4732,173.1825
4733,174.3725
4734,173.335
4735,161.3875
4736,168.3625
4737,181.5125
4738,179.8775
4739,167.9675
4740,167.9075
4741,165.7275
4742,167.25
4743,164.115
4744,157.605
4745,157.6025
4746,160.2375
4747,165.8375
4748,160.42
4749,153.7575
4750,160.07
4751,145.1525
4752,150.62
4753,151.72
4754,146.4975
4755,134.485
4756,154.475
4757,148.7825
4758,148.6525
4759,154.95
4760,147.0775
4761,140.2725
4762,145.7825
4763,149.305
4764,148.53
4765,145.8975
4766,128.68
4767,129.0425
4768,133.5825
4769,132.6825
4770,131.7325
4771,131.405
4772,136.98
4773,131.485
4774,135.6225
4775,118.8225
4776,121.765
4777,122.165
4778,108.0025
4779,123.1125
4780,125.3025
4781,123.3125
4782,113.4625
4783,108.75
4784,121.875
4785,118.225
4786,120.4575
4787,113.7575
4788,114.9275
4789,128.46
4790,112.1575
4791,111.555
4792,105.64
4793,105.68
4794,104.745
4795,116.9225
4796,108.675
4797,107.325
4798,110.7
4799,99.145
4800,112.685
4801,112.6875
4802,86.4025
4803,97.725
4804,80.8275
4805,99.2575
4806,91.2625
4807,84.6625
4808,98.295
4809,84.19
4810,84.7275
4811,84.5225
4812,79.4575
4813,69.5
4814,87.02
4815,67.6025
4816,78.49
4817,72.4925
4818,66.68
4819,86.9725
4820,70.1275
4821,76.8625
4822,76.895
4823,59.28
4824,61.9725
4825,62.9825
4826,62.0925
4827,66.255
4828,60.7425
4829,66.715
4830,71.78
4831,50.475
4832,63.6275
4833,48.115
4834,67.735
4835,39.3925
4836,46.4675
4837,49.6375
4838,212.7425
4839,206.48
4840,200.6075
4841,193.4575
4842,198.275
4843,202.7075
4844,209.055
4845,201.8425
4846,204.2275
4847,194.9375
4848,193.43
4849,207.1675
4850,201.19
4851,192.5425
4852,190.265
4853,215.9325
4854,200.54
4855,197.5825
4856,189.2175
4857,202.88
4858,211.4975
4859,206.3925
4860,181.8775
4861,182.875
4862,186.905
4863,184.6675
4864,192.3625
4865,188.06
4866,183.88
4867,182.15
4868,185.6375
4869,161.1575
4870,182.9275
4871,187.52
4872,174.4025
4873,194.0225
4874,158.0925
4875,185.655
4876,204.08
4877,192.22
4878,206.5175
4879,196.9925
4880,187.3075
4881,192.805
4882,182.015
4883,197.565
4884,182.115
4885,184.7725
4886,181.8525
4887,172.2675
4888,176.4825
4889,182.8575
4890,176.455
4891,174.0275
4892,176.6775
4893,181.075
4894,195.6075
4895,176.9975
4896,168.18
4897,166.7575
4898,180.1875
4899,177.1525
4900,188.5625
4901,170.6925
4902,171.8375
4903,155.1825
4904,175.4975
4905,160.6475
4906,169.9625
4907,155.725
4908,155.7075
4909,168.8575
4910,153.3225
4911,165.6075
4912,156.5275
4913,143.88
4914,144.1175
4915,157.005
4916,155.1175
4917,146.5275
4918,147.3675
4919,157.8425
4920,149.5575
4921,143.9375
4922,142.9625
4923,147.33
4924,149.9525
4925,138.7875
4926,137.115
4927,143.1
4928,128.0925
4929,139.735
4930,138.645
4931,128.3675
4932,136.405
4933,121.655
4934,137.19
4935,120.6375
4936,124.7725
4937,131.265
4938,130.0725
4939,118.565
4940,99.185
4941,133.745
4942,120.75
4943,114.6625
4944,116.2
4945,105.0025
4946,133.3575
4947,109.64
4948,123.8725
4949,113.7575
4950,114.085
4951,105.5175
4952,105.59
4953,122.5975
4954,108.2425
4955,115.82
4956,113.7525
4957,115.4
4958,104.585
4959,106.225
4960,119.145
4961,94.655
4962,94.3975
4963,110.7125
4964,80.2
4965,100.56
4966,93.775
4967,88.5875
4968,103.1175
4969,72.3075
4970,85.24
4971,78.07
4972,90.0425
4973,67.575
4974,68.56
4975,62.7825
4976,70.4325
4977,63.475
4978,65.945
4979,57.56
4980,68.2475
4981,66.7025
4982,38.32
4983,62.6875
4984,73.705
4985,58.4575
4986,61.45
4987,62.285
4988,45.505
4989,53.2175
4990,50.0925
4991,33.475
4992,48.4225
4993,51.47
4994,36.9025
4995,31.46
4996,49.745
4997,42.59
4998,50.2075
4999,32.485
5000,38.55
5001,34.14
5002,30.3225
5003,42.94
5004,28.8925
5005,36.075
5006,39.105
5007,27.5775
5008,232.855
5009,215.8
5010,220.9875
5011,221.325
5012,229.8725
5013,203.7825
5014,201.8475
5015,226.3975
5016,197.7775
5017,229.195
5018,205.415
5019,215.005
5020,207.24
5021,215.985
5022,213.695
5023,216.81
5024,193.9475
5025,202.8425
5026,216.5125
5027,203.875
5028,212.0125
5029,222.6675
5030,198.4175
5031,198.82
5032,180.5925
5033,198.025
5034,192.565
5035,199.975
5036,209.255
5037,189.11
5038,198.3775
5039,187.19
5040,190.035
5041,198.185
5042,191.5
5043,189.5825
5044,189.6725
5045,197.7275
5046,200.4875
5047,197.335
5048,189.04
5049,185.6475
5050,187.91
5051,194.4225
5052,182.19
5053,191.56
5054,180.02
5055,155.295
5056,170.805
5057,174.705
5058,182.335
5059,163.8175
5060,162.015
5061,164.3225
5062,180.4875
5063,177.215
5064,163.6375
5065,175.3325
5066,149.3525
5067,164.07
5068,172.2775
5069,148.0275
5070,165.39
5071,176.1825
5072,157.6625
5073,169.2175
5074,170.13
5075,155.615
5076,170.5225
5077,150.8225
5078,173.4975
5079,145.42
5080,154.3425
5081,150.2075
5082,164.975
5083,138.77
5084,154.86
5085,116.68
5086,150.9075
5087,152.3625
5088,137.2125
5089,123.9575
5090,121.1525
5091,121.0875
5092,114.48
5093,139.7125
5094,122.2425
5095,128.595
5096,110.61
5097,110.36
5098,126.885
5099,139.4
5100,133.385
5101,109.5075
5102,125.1325
5103,150.7575
5104,101.42
5105,104.7625
5106,110.4575
5107,102.6725
5108,103.0375
5109,99.4425
5110,128.74
5111,99.21
5112,98.8925
5113,87.175
5114,96.52
5115,92.82
5116,102.95
5117,78.4925
5118,81.5125
5119,68.68
5120,59.9
5121,78.85
5122,69.9
5123,81.0425
5124,70.0075
5125,83.2425
5126,54.065
5127,63.315
5128,54.3175
5129,48.7375
5130,66.5875
5131,207.0925
5132,230.3025
5133,210.445
5134,215.0375
5135,216.62
5136,232.5075
5137,221.8825
5138,224.025
5139,209.1775
5140,227.0275
5141,236.335
5142,201.105
5143,215.435
5144,205.98
5145,222.345
5146,205.725
5147,225.715
5148,194.025
5149,212.975
5150,192.7925
5151,223.15
5152,212.005
5153,218.775
5154,186.6825
5155,192.18
5156,201.725
5157,209.71
5158,191.935
5159,200.7075
5160,188.7525
5161,195.26
5162,209.26
5163,196.7225
5164,192.69
5165,180.1525
5166,188.115
5167,203.2625
5168,190.35
5169,216.04
5170,195.9025
5171,204.2875
5172,187.065
5173,195.3675
5174,179.3675
5175,194.2625
5176,178.77
5177,170.9325
5178,187.63
5179,187.4675
5180,175.5875
5181,181.375
5182,168.5125
5183,178.1625
5184,168.97
5185,179.8025
5186,151.095
5187,178.63
5188,158.715
5189,187.4425
5190,151.8275
5191,180.07
5192,171.3275
5193,183.445
5194,185.82
5195,174.6625
5196,163.535
5197,172.71
5198,155.525
5199,169.6225
5200,154.85
5201,166.5225
5202,170.475
5203,167.605
5204,165.7825
5205,186.4475
5206,137.19
5207,138.7675
5208,166.7375
5209,138.6975
5210,123.7325
5211,153.5275
5212,152.935
5213,142.7925
5214,134.885
5215,148.125
5216,134.595
5217,145.5775
5218,143.69
5219,161.06
5220,144.7925
5221,152.0275
5222,147.6275
5223,132.6575
5224,130.455
5225,140.5525
5226,120.225
5227,150.085
5228,144.1975
5229,116.875
5230,105.735
5231,141.2875
5232,140.9075
5233,114.74
5234,119.9075
5235,127.425
5236,107.6575
5237,105.2875
5238,106.4525
5239,104.895
5240,99.62
5241,117.7375
5242,99.895
5243,92.56
5244,91.235
5245,91.6
5246,106.5775
5247,94.525
5248,104.3725
5249,95.0525
5250,98.27
5251,93.71
5252,77.5875
5253,89.73
5254,88.59
5255,87.91
5256,91.4775
5257,90.1625
5258,79.46
5259,82.605
5260,69.7125
5261,89.96
5262,82.68
5263,93.5125
5264,64.06
5265,69.0875
5266,73.27
5267,73.655
5268,65.4575
5269,57.87
5270,67.7025
5271,55.3825
5272,53.32
5273,53.1875
5274,44.36
5275,58.6675
5276,49.6
5277,65.4425
5278,32.3425
5279,33.2725
5280,38.53
5281,20.725
5282,23.395
5283,31.235
5284,15.8975
5285,25.1525
5286,23.585
5287,212.0275
5288,221.3325
5289,214.17
5290,214.0975
5291,199.1525
5292,203.75
5293,210.6525
5294,223.675
5295,191.525
5296,193.1025
5297,196.8325
5298,211.235
5299,194.3375
5300,200.4875
5301,194.17
5302,202.605
5303,198.35
5304,178.975
5305,199.015
5306,185.4125
5307,186.295
5308,185.065
5309,192.3675
5310,179.7475
5311,184.02
5312,186.3925
5313,182.32
5314,167.8475
5315,184.4725
5316,170.5975
5317,180.76
5318,171.125
5319,163.6825
5320,174.865
5321,168.78
5322,161.6825
5323,175.3325
5324,169.3125
5325,173.74
5326,185.005
5327,185.7825
5328,176.58
5329,182.0675
5330,167.3225
5331,153.44
5332,165.1475
5333,173.5
5334,158.155
5335,167.6325
5336,159.6875
5337,148.405
5338,143.0
5339,153.8025
5340,172.16
5341,144.34
5342,147.0
5343,160.87
5344,166.4575
5345,138.64
5346,145.9025
5347,164.2375
5348,141.405
5349,142.7975
5350,138.87
5351,140.7825
5352,153.2225
5353,135.76
5354,146.785
5355,141.5625
5356,145.2375
5357,133.66
5358,153.63
5359,124.845
5360,117.4025
5361,137.2275
5362,166.145
5363,122.045
5364,150.8225
5365,148.245
5366,124.7325
5367,133.5225
5368,131.415
5369,144.665
5370,148.725
5371,144.345
5372,126.095
5373,136.935
5374,122.1575
5375,136.3
5376,122.78
5377,116.44
5378,116.29
5379,116.7025
5380,117.485
5381,123.575
5382,110.7875
5383,127.73
5384,107.6475
5385,128.635
5386,107.315
5387,106.4475
5388,104.0775
5389,146.6275
5390,96.8025
5391,107.0275
5392,82.66
5393,103.295
5394,107.0825
5395,115.94
5396,97.505
5397,88.1725
5398,99.0225
5399,104.3225
5400,89.6125
5401,123.615
5402,116.92
5403,95.725
5404,104.34
5405,95.7675
5406,139.565
5407,91.68
5408,91.91
5409,108.5875
5410,94.035
5411,144.325
5412,90.2875
5413,91.1625
5414,100.21
5415,95.0525
5416,89.98
5417,102.1375
5418,96.1125
5419,108.7525
5420,92.8025
5421,99.02
5422,102.0925
5423,129.6925
5424,91.0275
5425,82.915
5426,88.265
5427,87.9525
5428,101.7175
5429,83.475
5430,85.86
5431,86.2825
5432,106.75
5433,80.3025
5434,74.0375
5435,96.2125
5436,89.5
5437,89.625
5438,94.2425
5439,80.3375
5440,87.4175
5441,97.5425
5442,62.9925
5443,85.9275
5444,78.1825
5445,84.59
5446,72.0075
5447,99.575
5448,72.615
5449,79.4675
5450,77.0275
5451,83.855
5452,78.2975
5453,70.3775
5454,87.1325
5455,69.225
5456,70.0375
5457,79.44
5458,64.5225
5459,204.9275
5460,183.75
5461,208.8175
5462,237.6625
5463,185.175
5464,209.5375
5465,186.13
5466,195.835
5467,185.765
5468,188.0175
5469,187.2075
5470,188.5825
5471,181.2675
5472,198.0775
5473,176.84
5474,172.615
5475,177.5425
5476,190.57
5477,196.3175
5478,182.0
5479,168.765
5480,196.76
5481,194.1025
5482,169.81
5483,189.8975
5484,189.0325
5485,197.7075
5486,171.9325
5487,180.285
5488,184.1725
5489,182.69
5490,169.8675
5491,166.295
5492,186.1025
5493,206.57
5494,174.0225
5495,181.9625
5496,166.0225
5497,150.7625
5498,169.02
5499,159.5775
5500,158.525
5501,167.645
5502,170.5825
5503,175.5875
5504,159.5075
5505,155.2875
5506,154.155
5507,149.065
5508,169.54
5509,141.715
5510,138.455
5511,143.0375
5512,143.3125
5513,181.75
5514,188.3225
5515,187.2325
5516,204.67
5517,190.7775
5518,181.92
5519,200.7875
5520,185.755
5521,183.8375
5522,184.995
5523,190.7125
5524,183.26
5525,179.5625
5526,186.705
5527,171.3325
5528,180.51
5529,185.9
5530,182.25
5531,178.6875
5532,164.6575
5533,184.11
5534,175.83
5535,186.2575
5536,178.4975
5537,168.98
5538,175.6675
5539,163.135
5540,162.1575
5541,173.9575
5542,175.355
5543,160.385
5544,162.9225
5545,170.945
5546,171.6075
5547,166.735
5548,157.5825
5549,151.3
5550,153.11
5551,170.81
5552,152.055
5553,140.415
5554,154.5675
5555,151.66
5556,143.8725
5557,148.22
5558,147.1975
5559,142.2975
5560,154.53
5561,142.445
5562,146.3075
5563,145.37
5564,148.435
5565,148.3175
5566,131.87
5567,135.6775
5568,141.4025
5569,146.215
5570,139.8425
5571,135.3875
5572,125.8725
5573,130.8525
5574,123.13
5575,125.8225
5576,125.4125
5577,118.9725
5578,122.1
5579,126.66
5580,120.8275
5581,116.79
5582,119.15
5583,107.3275
5584,117.955
5585,114.8925
5586,121.655
5587,124.0575
5588,107.475
5589,114.83
5590,115.665
5591,117.355
5592,119.78
5593,103.24
5594,110.2
5595,102.6375
5596,151.275
5597,93.9575
5598,112.695
5599,120.575
5600,99.375
5601,111.725
5602,105.375
5603,95.3375
5604,96.6925
5605,100.45
5606,100.435
5607,105.5725
5608,89.785
5609,111.69
5610,102.1875
5611,94.115
5612,94.7725
5613,94.7225
5614,106.47
5615,78.43
5616,96.97
5617,95.165
5618,93.135
5619,99.2325
5620,92.3675
5621,89.065
5622,82.98
5623,95.9425
5624,80.15
5625,103.055
5626,82.0075
5627,96.57
5628,99.1925
5629,69.5375
5630,93.3475
5631,97.64
5632,89.1675
5633,93.4075
5634,87.175
5635,106.8025
5636,77.5825
5637,83.73
5638,86.615
5639,101.1925
5640,79.7125
5641,72.5725
5642,75.745
5643,69.8475
5644,79.11
5645,107.9025
5646,84.495
5647,83.415
5648,68.26
5649,82.9
5650,61.335
5651,89.9475
5652,89.055
5653,77.4675
5654,83.435
5655,98.855
5656,59.7
5657,86.385
5658,103.97
5659,87.375
5660,76.235
5661,67.89
5662,49.3075
5663,83.7025
5664,68.08
5665,216.235
5666,197.44
5667,205.055
5668,205.2075
5669,186.4025
5670,176.1175
5671,200.865
5672,185.96
5673,195.13
5674,202.055
5675,187.065
5676,190.695
5677,178.1625
5678,194.5125
5679,186.0025
5680,187.745
5681,198.295
5682,185.1825
5683,185.3975
5684,190.44
5685,172.0275
5686,188.2025
5687,187.3525
5688,181.945
5689,163.4525
5690,192.6075
5691,157.4275
5692,181.49
5693,158.9875
5694,167.3175
5695,189.5675
5696,164.5875
5697,160.5625
5698,166.5575
5699,157.695
5700,160.35
5701,151.93
5702,168.7075
5703,149.8925
5704,168.605
5705,162.535
5706,160.69
5707,143.635
5708,159.7725
5709,149.1525
5710,158.2825
5711,164.9975
5712,144.4925
5713,163.9025
5714,139.04
5715,152.9475
5716,151.5025
5717,139.515
5718,143.1325
5719,149.965
5720,136.6
5721,139.99
5722,172.8175
5723,139.92
5724,148.3375
5725,154.6725
5726,130.5475
5727,148.96
5728,117.935
5729,128.845
5730,155.285
5731,133.1125
